name,surname,gender,searching_gender,age,interests,latitude,longitude
Barbara,Dixon,N,N,20,"Karate, Woodworking, Synchronized swimming, Ballroom dancing, Lacrosse",40.5112,-80.0966
Matthew,Shaw,M,M,33,"Skiing, American football, Art, Darts",33.9752,-80.5263
Tina,Griffin,F,F,26,"Jujitsu, Fitness, Snowboarding, Cybersecurity",30.1995,-85.6003
Joseph,Young,N,N,36,"Basketball, Billiards, Theater, Gaming",27.7988,-81.3563
Nancy,Black,F,M,33,"Lacrosse, Cooking, Improv, Soccer",40.8701,-97.5928
William,Patterson,M,M,30,"Blacksmithing, Literature, Art history",42.9191,-76.7265
Deborah,Melton,N,A,23,"Choreography, Gymnastics, Hunting",37.6873,-97.1352
Jamie,Wood,F,F,18,"Fishing, Mobile app development, Martial arts, Salsa",43.6999,-97.1844
Cody,Barnes,M,A,35,"Cooking, Swimming, Stand-up comedy",33.0993,-93.6569
Andrew,Jensen,N,A,22,"Water polo, Pilates, Marathons, Boating",37.1655,-118.2951
James,Griffin,M,A,39,"Mathematics, Music production, Rugby, Karate",43.7419,-90.2704
Peter,Gallagher,M,B,33,"Singing, Public relations, Jazz, Writing, Pottery",39.2256,-123.7564
James,Baldwin,M,F,34,"Escape rooms, Hunting, Salsa",36.1151,-96.7011
Alexis,Randall,F,M,19,"Sailing, Sculpting, Weightlifting, Cybersecurity, Geocaching",41.1399,-95.4302
Peggy,Jones,F,B,32,"Paragliding, Table tennis, Art",17.9857,-66.917
Jonathan,Meyer,N,B,30,"Wine tasting, Calligraphy, Web design",41.4802,-100.5125
Kristy,Freeman,F,N,23,"Windsurfing, Marathons, Sculpting, Pool",44.1111,-88.7116
Christy,Decker,N,A,25,"Ice skating, Sculpting, Hiking",41.3977,-84.1244
Adam,Vasquez,M,B,23,"American football, Baseball, Wine tasting",39.9637,-84.4148
Ashley,Mckenzie,N,M,37,"Bowling, Fitness, Theatre",48.3137,-102.3974
William,Hernandez,M,F,30,"Music, Judo, Pottery",34.0312,-117.3132
Bailey,Stuart,F,A,21,"Guitar, Biking, Music",44.8366,-85.2871
Patricia,Hall,F,B,23,"Synchronized swimming, Skydiving, Air hockey, Windsurfing, Surfing",34.1288,-78.9721
Jennifer,Brock,F,B,23,"Judo, Calligraphy, Sewing, Equestrian, Mathematics",40.3099,-76.5943
Joshua,Robinson,N,N,37,"Running, Computer programming, Boating, Knitting, Music",70.638,-159.9713
Tony,Wheeler,N,A,18,"Jazz, Pottery, Financial analysis",44.6296,-90.3583
Eric,Nelson,M,F,26,"Pottery, Art history, Snowboarding, Nature Photography",34.951,-84.3808
Stephen,Warner,N,M,21,"Knitting, Rock Climbing, Diving, Ballroom dancing",40.835,-75.2227
Noah,Rodriguez,M,F,32,"Geocaching, Orienteering, Boxing",44.7709,-91.9257
Scott,White,N,M,24,"Jazz, Rappelling, Sculpting, Badminton, Shuffleboard",32.8833,-101.1415
Catherine,Ross,F,F,39,"Triathlons, Kayaking, Gaming, Self defense",32.3618,-92.9788
Willie,Zimmerman,M,M,21,"Sewing, Knitting, Investment banking",36.6128,-78.9221
Amy,Wheeler,F,M,29,"Football, Ballet, Knitting",45.2852,-109.4164
Phillip,Hill,M,N,31,"Food criticism, Art history, Jogging, Theater",48.7659,-96.9427
Jamie,Rivera,M,N,21,"Squash, Sculpting, Martial arts",41.4657,-89.0815
Caleb,Ramirez,M,F,23,"Sailing, Journalism, Theater, Fashion design",37.2433,-94.4394
Rachel,Francis,F,N,29,"Astronomy, Improv, Surfing, Floristry, Ballet",39.7369,-100.1765
Karen,Holmes,F,A,30,"Jazz, Guitar, Tennis, Movies, Literature",34.4238,-98.654
Nathan,Foley,M,F,31,"Treasure hunting, Astronomy, Hang gliding, Rock climbing, Writing",38.7198,-89.768
Tina,Jones,F,A,34,"Marathons, Singing, Watercolor, Astrophysics, Swimming",31.8646,-90.3929
Kimberly,Watts,F,N,34,"Drawing, Roller hockey, Data analysis",39.3868,-88.9592
Kyle,Boyd,N,A,35,"Nature, Darts, Triathlons",33.9566,-118.3444
Erika,Moreno,N,M,32,"Gardening, Photography, Golf",40.4112,-74.0295
Steven,Mcconnell,M,B,30,"Marathons, American football, Kickboxing",46.4442,-92.7654
Matthew,Campbell,M,N,25,"Fashion design, Darts, Volleyball, Gaming, Drawing",39.5877,-92.4728
David,Barnes,M,A,38,"Muay Thai, Poetry, Triathlons",40.6645,-100.0296
James,Smith,N,A,21,"Theatre, Salsa, Carpentry, Running, Card games",43.4087,-103.3958
Donald,Smith,M,A,33,"Baseball, Jogging, Reading",41.2783,-77.2273
Jonathan,Atkins,N,N,18,"Self defense, Letterboxing, Mixology, Treasure hunting, Fashion design",38.7332,-77.1149
Thomas,Carter,N,F,25,"Board games, DJing, American football",38.9683,-81.9109
Jeffrey,Bond,M,N,37,"Video editing, Card games, Blacksmithing",34.5691,-82.6838
Dustin,Bond,N,A,23,"Rappelling, Watercolor, Filmography, Theater, Wine tasting",40.9933,-73.951
Brenda,Adams,N,F,25,"Roller hockey, Pottery, Web design",40.999,-74.3472
Sabrina,Turner,F,A,31,"Fitness, Dancing, Basketball, Darts, Skiing",42.2727,-71.5221
Anna,Vance,N,A,26,"Martial arts, Jujitsu, Sailing",36.142,-120.3242
Grant,Henry,M,M,29,"Pinball, Yachting, Equestrian",42.3927,-87.989
Jeffrey,Ford,M,M,34,"Sailing, Glassblowing, Knitting",43.7374,-76.061
Kevin,Robertson,N,N,26,"Hang gliding, Landscaping, Road cycling, Snowboarding, Geocaching",47.8747,-94.2676
Rebecca,Roth,F,M,20,"Stand-up comedy, Hang gliding, Jujitsu, Skydiving, Sculpting",31.176,-83.5877
Alexis,Rivera,N,M,32,"Synchronized swimming, Puzzle solving, Journalism, Snowboarding",43.1201,-123.4246
Mitchell,Luna,M,A,32,"Poetry, Marketing, Filmography, Sculpting",36.7764,-82.9433
Benjamin,Garcia,M,M,39,"Golf, Geocaching, Baking, Polo, Diving",40.8762,-74.5435
Jose,Williams,M,A,28,"Financial analysis, Equestrian, Food criticism",40.9695,-82.6016
Madison,Thompson,F,F,31,"Astrophysics, Karate, Shuffleboard, Triathlons, Choreography",40.3484,-103.9693
Catherine,Ramos,N,N,34,"Woodworking, Literature, Meditation",37.5571,-97.2551
Stephen,Gray,M,N,26,"Financial analysis, Mobile app development, Baseball, Filmmaking, Basketball",32.0885,-84.6625
Anita,Smith,F,M,30,"Football, Running, Marathons, Reading, Orienteering",38.6145,-87.3532
Katherine,Hayes,N,N,25,"Golf, Physics, Puzzle solving, Wrestling, Running",43.2071,-93.087
Anthony,Haynes,M,F,27,"Video games, Polo, Geocaching, Water polo",33.937,-86.2004
Alexander,Rodriguez,M,B,35,"Pool, Golf, Badminton, Surfing",39.4947,-121.4866
Seth,Rodgers,N,F,19,"Filmography, Field hockey, Journalism, Landscaping",38.8821,-99.3221
Jordan,Morris,F,F,18,"Roller hockey, Art, Gaming",18.0942,-65.8165
Brianna,Robles,F,A,24,"Video editing, Video games, Weightlifting",44.3217,-91.1204
Katrina,Taylor,F,N,21,"Skateboarding, Data analysis, Calligraphy, Mountain biking",41.8479,-88.3109
Angela,Gilbert,F,B,20,"Video games, Public relations, Gymnastics",30.2105,-91.1765
Christina,Swanson,N,M,26,"Nature Photography, Letterboxing, Martial arts, Card games, Pilates",40.6453,-91.5641
Paula,West,F,N,31,"Advertising, Squash, Gardening, Yachting, Data analysis",36.1391,-119.511
Sandra,Munoz,F,B,24,"Ballroom dancing, Hunting, Astronomy, Nature Photography, Horseback riding",46.6345,-114.0813
Stephen,Torres,N,F,18,"Baseball, Video games, Basketball",47.5266,-122.5986
Norman,Collins,M,N,30,"Cooking, Watercolor, Physics, Football",39.043,-98.1468
Sherry,Cooley,N,B,33,"Marathons, Painting, Filmography",32.0764,-92.085
Kathleen,Moore,F,A,30,"Equestrian, Filmography, Literature, Gardening, Escape rooms",47.074,-98.2031
Karen,Patrick,N,F,37,"Writing, Landscaping, Video games, Food styling",35.7977,-83.5623
Jessica,Whitehead,F,B,37,"Self defense, Running, Baseball",38.8926,-121.9741
Kimberly,Wilson,F,A,20,"Road cycling, Roller hockey, Bowling, American football",34.5055,-87.7283
Dawn,Stone,F,A,31,"Boating, Mathematics, Journalism, Badminton",38.9683,-81.9109
Jonathan,Lopez,M,B,23,"Baking, Dancing, Pottery",33.7797,-89.0507
Joshua,Campbell,M,A,30,"Gymnastics, Woodworking, Landscaping",39.32,-89.288
Jennifer,Compton,F,M,28,"Landscaping, Reading, Astrophysics",41.5603,-74.1879
Steven,Reynolds,M,A,31,"Field hockey, Public relations, Squash",44.6397,-106.3815
Diane,Anderson,N,M,39,"Mountain biking, Skateboarding, Card games, Travel",33.1757,-102.273
Heather,Mueller,N,A,36,"Skydiving, Football, Wrestling",40.8279,-91.2622
Jasmin,Hammond,F,B,25,"Reading, Polo, Muay Thai",40.0314,-79.8913
Brianna,Cross,F,B,24,"Art history, Karate, Sketching, Painting, Boating",39.1961,-95.2083
Gerald,Vincent,M,F,38,"Basketball, Muay Thai, Movies",38.3686,-96.5425
Thomas,Brown,N,N,36,"Knitting, Mixology, Soccer",47.9918,-122.0517
Anthony,Crawford,M,F,30,"Pinball, Jujitsu, Roller hockey, Art, Pool",43.1282,-92.7399
Donna,Scott,N,A,32,"Choreography, Floristry, Air hockey, Woodworking",39.9096,-76.6365
Steven,Wallace,M,B,27,"Ceramics, Food styling, Pinball, Sewing",38.668,-86.9977
Lisa,Short,N,N,35,"Music production, Art, Guitar, Letterboxing",38.7266,-90.3872
Troy,Macdonald,N,F,34,"DJing, Music production, Landscaping, Food styling",27.4901,-99.3668
Mary,Brown,N,F,23,"Music production, DJing, Gymnastics, Marketing",37.2653,-101.7828
Rachel,Jenkins,F,F,18,"Baseball, Astronomy, Wrestling, Food styling",38.6974,-88.2232
Jeffrey,Black,M,B,26,"Movies, Shuffleboard, Hiking",42.2967,-89.4771
Karen,Stark,F,A,37,"Filmmaking, Biking, DJing, Kayaking",34.7204,-87.7035
Michael,Collins,M,M,39,"Billiards, Triathlons, Floristry, Darts, Food criticism",36.3306,-77.2149
Adrian,Vazquez,M,A,18,"Choreography, Public relations, Glassblowing",40.7634,-112.1599
Rachel,Smith,F,N,33,"Hiking, DJing, Salsa, Acting",18.4614,-66.4891
Joseph,Marshall,M,N,35,"Yachting, Skydiving, Skateboarding",32.4669,-96.989
Travis,Phillips,N,F,34,"Judo, Photography, Bouldering",38.5198,-77.4441
Brittany,Smith,F,B,31,"Web design, Bouldering, Painting, Boating",35.7149,-91.6328
Bobby,Gomez,M,F,18,"Art, Hang gliding, Fishing",39.2927,-84.5757
John,Graham,M,F,31,"Mathematics, Astronomy, Pinball, Jazz",36.7123,-77.062
Marissa,Christensen,N,M,31,"Polo, Cycling, Stand-up comedy, Guitar, Fitness",37.6221,-81.1057
Andrew,Peterson,M,F,19,"Judo, Public relations, Art, Glassblowing",38.7565,-94.8201
Crystal,Howell,F,N,21,"Jujitsu, Skateboarding, Painting",44.8556,-85.8573
Marissa,Blake,F,N,27,"Biking, Skydiving, Rock Climbing",43.2345,-76.141
Charles,Carpenter,M,N,38,"Astrophysics, Carpentry, Music production",30.355,-96.8233
Benjamin,Evans,N,A,39,"Letterboxing, Darts, Acting, Bar tending, Running",38.4605,-93.999
James,Martinez,M,M,35,"Jazz, Teaching, Rugby, Stock trading, Interior design",30.2539,-95.3301
Marc,Turner,M,N,23,"Improv, Judo, Choreography",27.979,-82.7623
Andrew,Krueger,M,M,27,"Art, Poetry, Theater, Travel",44.1111,-88.7116
Angela,Thomas,N,M,20,"Soccer, Movies, Lacrosse, Marketing, Meditation",45.6148,-98.3107
Timothy,Blanchard,M,N,23,"Literature, Jujitsu, Drawing",31.8823,-85.4605
George,Nguyen,M,N,34,"Food criticism, Travel, Air hockey",43.2396,-78.9129
Jessica,Brown,F,B,39,"Interests, Bar tending, Ice skating",40.326,-78.9194
Ian,Garcia,M,B,36,"Knitting, Video editing, Music production",30.7074,-101.206
John,Krueger,N,N,37,"Food styling, Yoga, Filmography",42.9318,-74.6099
Michael,Adams,N,M,22,"Polo, Glassblowing, Bowling, Ceramics, Bar tending",40.8249,-77.885
Samantha,Tucker,F,A,37,"American football, Woodworking, Table tennis, Karate",47.697,-122.2057
Joseph,Martinez,N,A,25,"Jogging, Diving, Football, Theatre",40.4598,-83.0848
Justin,Chambers,M,N,28,"Soccer, Ballroom dancing, Wrestling, Salsa",40.9213,-121.5514
Matthew,Herring,M,B,26,"Boxing, Gardening, Martial arts, Physics, Ethical hacking",41.3555,-88.8261
Erin,Garza,F,A,19,"Muay Thai, Advertising, Literature",31.9102,-85.1505
Kevin,Reed,N,M,18,"Teaching, Writing, Polo, Marketing",39.9854,-80.7335
Christopher,Hall,M,B,24,"Martial arts, Rock Climbing, Boxing",31.3275,-85.8463
James,Bailey,N,M,35,"Watercolor, Polo, Fashion design, Mixology",31.9563,-83.7694
Meredith,Hutchinson,F,F,26,"Astrophysics, Salsa, Shuffleboard",46.8568,-99.9181
Megan,Allen,N,F,18,"Table tennis, Equestrian, Movies",46.1643,-95.0341
Michelle,Navarro,N,A,32,"Bar tending, Kickboxing, Ice skating, Literature, Nature",38.2986,-85.6009
Sheena,Bell,F,F,20,"Card games, Hunting, Marathons",30.3403,-95.354
Thomas,Wilson,M,F,39,"Jazz, Football, Interior design, Knitting",44.5232,-72.9463
Clifford,Perkins,M,B,33,"Painting, Ballet, Food styling, Letterboxing",47.313,-122.4154
William,Weeks,M,M,21,"Music, Mathematics, Filmography, Hunting, Golf",32.0875,-98.3392
Kevin,Hayes,N,N,28,"Skydiving, Mountain biking, Golf, Improv, Synchronized swimming",40.634,-79.6171
Alexander,Robinson,M,A,26,"Food styling, Rock climbing, Kickboxing, Mixology, Boxing",27.3951,-98.3556
Brandon,Collins,M,B,27,"Art history, Ice skating, Golf, Jujitsu, Windsurfing",35.2401,-97.5995
Jennifer,Murray,N,F,28,"Theatre, Jogging, Gaming, Swimming",47.2985,-88.3971
Miranda,Rogers,F,A,18,"Painting, Badminton, Advertising, Meditation",47.9226,-100.3745
Cindy,Mills,F,F,22,"Skydiving, Geocaching, Horseback riding, Bar tending, Dancing",38.7736,-97.8645
Jeremy,Blanchard,M,B,19,"Swimming, Yoga, Sculpting",33.5301,-80.5712
Lisa,Hill,F,B,32,"Woodworking, Fishing, Public relations, Football",17.994,-66.0833
Michael,Ayala,M,F,24,"Paragliding, Badminton, Rock climbing, Windsurfing",33.9688,-96.6548
Jason,Williams,N,N,28,"Investment banking, Bowling, Photography",42.3824,-76.3986
Christopher,Lopez,N,B,21,"Polo, Cybersecurity, Football",40.1539,-74.0273
Amanda,Berry,N,B,39,"Gardening, Shuffleboard, Physics, Field hockey, Reading",40.2979,-78.5129
Shannon,Rice,N,N,25,"Fashion design, Bar tending, Pottery, Wrestling, Mixology",43.0475,-90.3801
Brian,Owen,M,B,29,"Astrophysics, Ballroom dancing, Baseball, Painting",47.0207,-113.1717
Jessica,Duncan,F,M,32,"Astronomy, Singing, Mountain biking, Sketching, Diving",57.696,-152.6276
Richard,Adkins,N,A,34,"Carpentry, Pilates, Guitar, Muay Thai",26.4205,-98.9304
Andrew,Jones,M,F,30,"Windsurfing, Surfing, Mixology",38.5866,-90.3282
Brittany,Patel,N,F,37,"Meditation, Self defense, Nature Photography, Data analysis",33.1711,-96.5443
Lauren,Buchanan,F,B,38,"Filmmaking, Video games, Hang gliding, Poetry",39.8233,-75.2782
Jason,Arroyo,M,B,28,"Data analysis, Equestrian, Skateboarding",36.1405,-118.6296
Tara,Johnson,F,M,29,"Guitar, Glassblowing, Cooking, Food styling, Ballroom dancing",33.8633,-84.5168
Denise,Thomas,F,M,30,"Glassblowing, Music, Food styling, Self defense",42.711,-74.3452
Rose,Saunders,F,A,34,"Marketing, Public relations, Polo, Astronomy",42.6198,-112.0098
Amanda,Townsend,F,F,22,"Ceramics, Art, Skiing, Gardening, Triathlons",44.2482,-99.4576
Susan,Reyes,F,F,35,"Movies, Jazz, Basketball",40.6624,-86.8679
Jamie,Knox,N,B,30,"Boxing, Escape rooms, Interior design",44.2372,-96.0516
Ethan,Porter,M,M,30,"Shuffleboard, Gymnastics, Rock climbing, Basketball, Golf",40.3868,-78.6746
Tiffany,Rodriguez,F,A,38,"Filmmaking, Jogging, Road cycling, Football",30.4003,-90.1653
David,Wilson,M,A,38,"Board games, Snowboarding, Fashion design",40.1634,-120.3686
Nicholas,Green,M,F,26,"Lacrosse, Watercolor, Roller hockey",39.4465,-74.6445
Zachary,Chavez,M,A,34,"Air hockey, Badminton, Boxing, Field hockey, Paragliding",32.9351,-96.2441
Alan,Lopez,M,N,26,"Jogging, Nature, Investment banking, Muay Thai",32.8088,-85.181
Lacey,Strickland,N,A,32,"Teaching, Rock Climbing, Public relations, Treasure hunting, Blacksmithing",35.2537,-79.3754
Joshua,Fitzpatrick,M,N,36,"Pottery, Financial analysis, Skydiving, Bowling",44.3578,-121.6588
Samantha,Cook,F,N,34,"Self defense, Pottery, Ballet, Field hockey",63.1481,-142.4947
Steve,Anderson,M,B,18,"Food criticism, Yoga, Video editing",33.8169,-80.3946
Cody,Gonzalez,M,F,39,"Public relations, Filmmaking, Lacrosse, Interior design, Fishing",31.3919,-110.8749
Jamie,Carrillo,N,F,26,"Cybersecurity, Windsurfing, Mountain biking",37.9986,-103.5227
Crystal,Fitzgerald,F,A,21,"Biking, Meditation, Cooking, Wine tasting, Pinball",39.9548,-89.5468
Kathleen,Lopez,N,B,25,"Biking, Card games, Badminton",47.6795,-97.9897
Larry,Miller,N,N,28,"Video editing, Food styling, Yoga, Card games",43.1718,-77.7064
Joseph,Obrien,M,B,38,"Escape rooms, Running, Equestrian",40.5272,-79.4693
Megan,Edwards,F,F,34,"Advertising, Movies, Ethical hacking, Snowboarding, Reading",40.916,-75.9656
Mark,Wolf,M,F,28,"Kiteboarding, Shuffleboard, Rappelling, Cooking",34.1037,-80.5306
David,Perez,M,N,21,"Theatre, Triathlons, Baking, Jujitsu",48.9099,-103.7783
Cassandra,Tyler,F,N,21,"Ceramics, Rock Climbing, Dancing, Blacksmithing",44.5577,-96.5465
Ann,Wells,F,M,19,"Rappelling, Windsurfing, Theater, Photography",28.5535,-81.636
Jonathan,Eaton,M,F,29,"Teaching, Kickboxing, Card games",37.2741,-97.1696
Jennifer,Pollard,F,N,21,"Jujitsu, Board games, Theater, Baking",44.3374,-91.9221
Dan,Tyler,M,N,35,"Surfing, Billiards, Financial analysis",40.8327,-95.3038
Beth,Wagner,F,F,35,"Marathons, Running, Triathlons",46.3553,-94.1983
Scott,Vargas,M,A,18,"Filmmaking, Geocaching, Skiing, Knitting, Video games",30.9312,-88.5959
Gwendolyn,Baldwin,F,F,30,"Triathlons, Golf, Filmmaking, Lacrosse",46.8124,-88.6373
Phillip,Fernandez,M,F,26,"Drawing, Kickboxing, Marathons, Skydiving, Gaming",40.7393,-96.8461
Jenna,Graves,F,F,29,"Reading, Woodworking, Kayaking",41.5482,-87.926
Michelle,Banks,F,M,26,"Investment banking, Hiking, Surfing, Public relations",40.1648,-80.5972
Kenneth,Smith,N,N,28,"Wrestling, Jazz, Theatre, Roller hockey, Yachting",31.3568,-81.4314
Tanya,Gardner,F,N,37,"Physics, Running, Lacrosse",43.1254,-93.1351
Daniel,Burton,M,M,27,"Choreography, Stock trading, Nature",35.3754,-83.2185
John,Pena,N,B,31,"Drawing, Geocaching, Improv, Boating, Yachting",28.686,-82.1165
Jennifer,Braun,F,A,20,"Rugby, Baseball, Treasure hunting, Jazz, Triathlons",38.544,-76.5879
Robert,Anderson,M,N,26,"Hang gliding, Diving, Escape rooms, Fashion design, Baking",31.2406,-82.3411
Craig,Davis,M,F,25,"Music, Guitar, Equestrian, Landscaping",40.1188,-111.5742
Christine,Patterson,F,M,22,"Marketing, Polo, Cycling, Fishing",38.0105,-75.3869
Amanda,Petersen,F,A,35,"DJing, Video games, Astronomy",43.6901,-92.974
Joy,Lopez,N,F,32,"Fashion design, Teaching, Card games",30.3107,-104.0255
Pamela,Phillips,N,M,34,"Physics, Glassblowing, Stand-up comedy, Badminton, Judo",45.1112,-85.3518
Lisa,Cunningham,N,N,18,"Badminton, Basketball, Physics",38.9294,-77.5557
Christopher,Ingram,N,F,26,"Landscaping, Photography, Astrophysics",35.2656,-111.519
Joseph,Brady,N,M,36,"Floristry, Running, Journalism",41.2094,-121.1543
David,Wilson,M,A,32,"Astronomy, American football, Kickboxing",38.8665,-87.2277
Kim,Carroll,F,F,26,"Carpentry, Equestrian, Karate, Field hockey",35.6384,-88.2261
Edward,Pruitt,M,F,33,"Music, Reading, Water polo",36.6691,-88.5276
Wendy,Perez,F,A,39,"Marketing, Triathlons, Wrestling",43.997,-96.9645
David,Smith,M,M,37,"Mixology, Data analysis, Polo, Kickboxing, Landscaping",39.6314,-121.4052
Levi,Brooks,M,B,24,"Blacksmithing, Interests, Reading, Snowboarding",39.4769,-106.2011
Sheri,Russo,N,N,33,"Filmmaking, Road cycling, Orienteering, Fitness",33.337,-84.6504
Megan,Ramos,F,F,37,"Baseball, Badminton, Sketching, Pilates, Skydiving",38.5699,-77.0304
Scott,Jones,M,M,33,"Snowboarding, Interior design, Teaching, Physics",64.7529,-147.3599
Jonathan,Duarte,M,M,23,"Tennis, Rappelling, Wrestling",48.387,-115.5559
Cynthia,Orr,F,B,18,"Floristry, Salsa, Pottery, Marketing, Theatre",45.377,-95.677
Nicole,Sexton,N,B,19,"Table tennis, Salsa, Hang gliding, Letterboxing",30.4003,-90.1653
Morgan,Guerrero,N,F,22,"Sculpting, Marketing, Poetry",37.3598,-81.4648
Christopher,Stewart,M,A,30,"Wine tasting, Skiing, Kickboxing, Acting",32.4902,-91.865
Michele,Perry,N,B,38,"Orienteering, Boating, Photography, Pilates, Sketching",40.6608,-81.1929
Jeffrey,Hansen,M,B,32,"Mathematics, Interior design, Guitar, Gymnastics, Floristry",34.8282,-84.7655
Michael,Martin,N,M,36,"Jazz, Data analysis, Snowboarding",39.502,-96.3189
Fernando,Powell,N,N,26,"Advertising, Karate, Muay Thai",29.798,-81.2653
Troy,Wolf,M,N,39,"Soccer, Orienteering, Pinball, Yoga, Biking",41.8527,-74.5522
Ashley,Ayala,N,F,32,"Lacrosse, Yachting, Volleyball",32.3974,-88.783
Breanna,Hill,F,A,37,"Baking, Escape rooms, Fashion design, Computer programming",40.4945,-81.2441
Tiffany,Lewis,F,B,27,"Kickboxing, Carpentry, Mixology, Volleyball",39.7981,-87.8686
Christine,Faulkner,N,N,30,"Stand-up comedy, Polo, Football, Jujitsu",40.4692,-82.1913
William,Jenkins,M,N,25,"Public relations, Woodworking, Badminton, Mixology, Diving",64.5384,-149.0856
Michael,Le,N,N,19,"Football, Field hockey, Choreography, Art history, Soccer",39.2288,-84.3223
Anna,Foster,F,N,37,"Gaming, Mixology, Badminton, Stand-up comedy",31.1264,-83.4229
Gregory,Carlson,M,F,18,"Snowboarding, Meditation, Equestrian",36.4805,-119.445
Margaret,David,F,A,29,"Rock climbing, Poetry, Jogging",40.3289,-75.9938
Pamela,Morrison,F,N,25,"Tennis, Darts, Puzzle solving, Yachting",37.918,-97.4201
Amy,Holt,F,N,31,"Pinball, Rappelling, Self defense, Geocaching, Writing",40.7612,-86.5947
Cynthia,George,F,N,22,"Filmmaking, Mobile app development, Snowboarding, Watercolor, Salsa",40.5006,-85.854
Justin,Lawrence,M,F,39,"Marathons, Hiking, Surfing, Rappelling",41.0851,-76.8646
Jillian,Monroe,F,B,29,"Filmography, Watercolor, Skateboarding, Snowboarding, Cycling",46.5198,-95.3732
Jasmine,Cross,F,M,39,"Escape rooms, Boxing, Volleyball",37.1491,-90.697
Leonard,Hawkins,M,F,26,"Filmography, Public relations, Ballet, Improv",39.7488,-89.5436
Timothy,Walter,M,N,35,"Card games, Writing, Investment banking",36.4161,-82.6242
Karen,Riley,F,A,28,"Stand-up comedy, Cooking, Rappelling",41.6701,-87.7368
Dennis,Allen,N,B,38,"Wine tasting, Landscaping, Treasure hunting",34.5983,-90.7519
Megan,Gibson,N,B,27,"Geocaching, Fashion design, Self defense",35.4944,-94.1388
Diana,Sloan,N,N,21,"Advertising, Drawing, Food criticism, Squash, Kiteboarding",41.7192,-95.3937
Mark,Grant,M,M,37,"Fishing, Air hockey, Boating, Bar tending, Judo",41.4801,-71.3203
Christopher,Huynh,N,F,23,"Kayaking, Reading, Improv, Theatre",41.9831,-98.0828
Kathryn,Stewart,F,N,30,"Pinball, Ceramics, Drawing",38.0086,-89.6624
Theresa,Johnson,F,F,37,"Rock climbing, Astrophysics, Lacrosse",43.5734,-93.2809
Kathleen,Wilson,N,A,28,"Marketing, Mobile app development, Music, Judo",28.33,-98.1183
Brandon,Jackson,M,N,21,"Hunting, Pinball, Squash",41.5855,-80.4795
Geoffrey,Bishop,N,F,26,"Card games, Billiards, Photography, Computer programming",39.9378,-84.5533
Samuel,Myers,N,A,28,"Billiards, Cycling, Karate, Mobile app development, Nature Photography",44.9899,-93.177
Joshua,Becker,M,A,22,"Carpentry, Bouldering, Windsurfing",44.0527,-99.4079
Nancy,Suarez,F,N,28,"Hang gliding, Food styling, Puzzle solving",29.9554,-90.1879
Laura,Delgado,N,A,34,"Kickboxing, Bouldering, Marathons, Polo",47.942,-121.9924
Gary,Deleon,N,B,26,"Journalism, Sketching, Cooking, Water polo, Skydiving",39.8888,-94.8927
Gail,Snyder,N,B,36,"Mixology, Journalism, Billiards, Interests",44.0527,-99.4079
Lisa,Martinez,N,A,36,"Mixology, Glassblowing, Paragliding",41.0212,-72.1584
Carla,Morrison,N,A,21,"Art, Table tennis, Card games",34.235,-79.149
Grace,Taylor,F,A,25,"Muay Thai, Diving, Investment banking, Synchronized swimming",31.4989,-94.3459
Douglas,Leblanc,N,N,37,"Pool, Geocaching, Horseback riding, Roller hockey",44.9502,-91.1532
Gilmena,Selillo,F,F,36,"Windsurfing, Swimming, Geocaching",41.1214,-74.0684
Brent,Oneill,M,N,37,"Soccer, Boxing, DJing, Video games, Kayaking",35.2656,-82.1976
Eric,Smith,M,F,30,"Music, Baking, Data analysis, Triathlons, Horseback riding",42.626,-70.6897
Kenneth,Peterson,M,A,39,"Gymnastics, Marathons, Mountain biking",37.0555,-122.0118
Elijah,Roth,N,F,32,"Synchronized swimming, Boating, Gymnastics",35.6019,-82.5958
Curtis,Brown,M,M,38,"Board games, Rock climbing, Paragliding, Equestrian, Hiking",44.8725,-98.5187
Ronald,Singleton,M,A,34,"Treasure hunting, Reading, DJing",36.8129,-99.9326
Danielle,Wood,N,N,37,"Muay Thai, Jazz, Marathons, Table tennis",39.7306,-74.8785
Kent,Lopez,M,F,29,"Rock climbing, Basketball, Yoga, Mixology, DJing",41.6093,-74.2966
Stephen,Johnson,M,A,21,"Karate, Landscaping, Yoga, Field hockey, Kayaking",33.9368,-83.7102
Mathew,Knight,M,A,20,"Ballroom dancing, Bar tending, Synchronized swimming, Fashion design, Guitar",30.4912,-88.5495
Amy,Turner,N,B,27,"Badminton, Writing, Running",39.901,-75.3274
Anthony,Smith,M,F,36,"Gymnastics, Ballet, Weightlifting, Kickboxing",47.3141,-98.1889
Denise,Schmidt,F,N,21,"Squash, Sailing, Soccer, Rock climbing",33.5186,-81.8635
Stephen,Cooper,M,B,35,"Table tennis, Calligraphy, Guitar, Astrophysics",47.423,-119.1176
Wendy,Steele,N,F,39,"Stock trading, Gymnastics, Pinball",34.792,-90.988
Maria,Owen,N,F,19,"Literature, Teaching, Fishing",31.0732,-82.6489
Michelle,Carter,F,A,39,"Football, Advertising, Movies",38.4565,-87.0959
Jaclyn,Hernandez,F,F,26,"Sewing, Treasure hunting, Acting, Floristry",39.6703,-74.2338
